Address,City,State,Median Household Income
"2600 BLOCK OF BLAIRS FERRY RD NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"4400 BLOCK OF NORTH RIVER BLVD NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"00 BLOCK OF SUMMER CIR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"5000 BLOCK OF EDGEWOOD RD NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3400 BLOCK OF HEMLOCK PL NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"4600 BLOCK OF CROSS POINTE BLVD NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"100 BLOCK OF SUMMER CIR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"00 BLOCK OF SUMMER CIR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"2600 BLOCK OF BLAIRS FERRY RD NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3300 BLOCK OF AGIN CT NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"00 BLOCK OF SUMMER CIR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3200 BLOCK OF AGIN CT NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3300 BLOCK OF AGIN CT NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"100 BLOCK OF SUMMER CIR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"NORTH PINE DR NE AND PINE WOOD DR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3300 BLOCK OF AGIN CT NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3800 BLOCK OF PINE TREE DR NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"3300 BLOCK OF AGIN CT NE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"2300 BLOCK OF 12TH ST, CORALVILLE, IA",CORALVILLE,IA,"$67,691"
"2700 BLOCK OF COMMERCE DR, CORALVILLE, IA",CORALVILLE,IA,"$67,691"
"1400 BLOCK OF CORAL RIDGE AVE, CORALVILLE, IA",CORALVILLE,IA,"$67,691"
"6000 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"5900 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2900 BLOCK OF S MAIN ST RD, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4500 BLOCK OF CONEFLOWER PKWY, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"604- 5 W SEERLEY BLVD, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2400- RAINBOW DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1100 BLOCK OF BLUFF ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"IOWA ST AND SEERLEY BL, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"300 BLOCK OF W 14TH ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"700 BLOCK OF W SEERLEY BLVD, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2300 BLOCK OF MELROSE DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"SHADY LN AND TERRACE DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"22ND ST AND WALNUT ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"11TH ST AND STATE ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1700 BLOCK OF WATERLOO RD, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2000 BLOCK OF MAIN ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2300 BLOCK OF MAIN ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1600- SCOGGIN ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2600 BLOCK OF RAINBOW DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2100 BLOCK OF FRANKLIN ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"MAIN ST AND UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"5900 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"725-201 MAPLEWOOD DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"6400 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2400 BLOCK OF RAINBOW DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4200 BLOCK OF ORCHARD HILL DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1404-B MAIN ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1100 BLOCK OF BLUFF ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"6300 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2500 BLOCK OF VALLEY PARK DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2100 BLOCK OF HICKORY LN, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"400 BLOCK OF ORCHARD DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1600 BLOCK OF ORCHARD DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4500 BLOCK OF CONEFLOWER PKWY, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4200 BLOCK OF ORCHARD HILL DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"800 BLOCK OF MAUCKER RD, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"22ND ST., Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"7800 BLOCK OF UNIVERSITY AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1100 BLOCK OF ORCHARD DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4200 BLOCK OF JENNIFER LN, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4500 BLOCK OF PRAIRIE PKWY, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"1800 BLOCK OF EDWARDS AV, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"EDWARDS AV AND GRAND BL, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"20TH ST AND WALNUT ST, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"2600 BLOCK OF VALLEY PARK DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"4100 BLOCK OF MARYHILL DR, Cedar Falls, IA",Cedar Falls,IA,"$71,011"
"5700 BLOCK OF BEECH ST, Johnston, IA",Johnston,IA,"$98,324"
"5700 BLOCK OF BEECH ST, Johnston, IA",Johnston,IA,"$98,324"
"LOT S1, Ames, IA",Ames,IA,
"26TH STREET AND THIRD AVENUE, Fort Dodge, IA",Fort Dodge,IA,"$59,452"
"240TH STREET AND SOUTH DAKOTA AVENUE, Ames, IA",Ames,IA,
"15TH STREET AND 4TH AVENUE SOUTH, Fort Dodge, IA",Fort Dodge,IA,"$59,452"
"1500 BLOCK OF 4TH AVE S, Fort Dodge, IA",Fort Dodge,IA,"$59,452"
"MAIN LIBRARY, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"KINNICK STADIUM, Iowa City, IA",Iowa City,IA,
"MAIN LIBRARY SIDEWALK, Iowa City, IA",Iowa City,IA,
"MAIN LIBRARY, Iowa City, IA",Iowa City,IA,
"2700 BLOCK OF AIRPORT ROAD, Washington, IA",Washington,IA,"$56,399"
"200 BLOCK OF 5TH STREET, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"200 BLOCK OF 5TH STREET, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"500 BLOCK OF 1ST AVENUE, Cedar Rapids, IA",Cedar Rapids,IA,"$66,895"
"2300 BLOCK OF S 3RD AVENUE, Marshalltown, IA",Marshalltown,IA,"$65,000"
"300 BLOCK OF W MERLE HIBBS BOULEVARD, Marshalltown, IA",Marshalltown,IA,"$65,000"
"300 BLOCK OF W MERLE HIBBS BOULEVARD, Marshalltown, IA",Marshalltown,IA,"$65,000"
"100 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"400 BLOCK OF PLAZA HEIGHTS RD, Marshalltown, IA",Marshalltown,IA,"$65,000"
"500 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"3300 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2300 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2200 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"500 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2500 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2500 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2100 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2500 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"800 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2900 BLOCK OF S 6TH STREET UNIT 229 B, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"100 BLOCK OF LAFRENTZ LANE, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2700 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"200 BLOCK OF GLENDA DRIVE, Marshalltown, IA",Marshalltown,IA,"$65,000"
"00 BLOCK OF CENTRAL IOWA DRIVE, Marshalltown, IA",Marshalltown,IA,"$65,000"
"300 BLOCK OF W MERLE HIBBS BOULEVARD, Marshalltown, IA",Marshalltown,IA,"$65,000"
"600 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"3400 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"3100 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"100 BLOCK OF IOWA AVENUE W, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2800 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2500 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"2500 BLOCK OF S CENTER STREET, Marshalltown, IA",Marshalltown,IA,"$65,000"
"900 BLOCK OF S IOWA AVE, Mason City, IA",Mason City,IA,"$60,786"
"N YORKTOWN PIKE AND CHARLESTOWN SQ, Mason City, IA",Mason City,IA,"$60,786"
"19500 BLOCK OF THRUSH AVE, Cerro Gordo County, IA",Cerro Gordo County,IA,"$63,149"
"19500 BLOCK OF SPRUCE AVE, Cerro Gordo County, IA",Cerro Gordo County,IA,"$63,149"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"500 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"00 BLOCK OF LEXINGTON SQ, Mason City, IA",Mason City,IA,"$60,786"
"500 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"900 BLOCK OF S IOWA AVE, Mason City, IA",Mason City,IA,"$60,786"
"500 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"00 BLOCK OF COLLEGE CIR, Mason City, IA",Mason City,IA,"$60,786"
"500 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"500 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"1000 BLOCK OF COLLEGE DR, Mason City, IA",Mason City,IA,"$60,786"
"00 BLOCK OF S YORKTOWN PIKE, Mason City, IA",Mason City,IA,"$60,786"
"00 BLOCK OF S YORKTOWN PIKE, Mason City, IA",Mason City,IA,"$60,786"
"5900 BLOCK OF WESTOWN PKWY, West Des Moines, IA",West Des Moines,IA,"$82,345"
"15300 BLOCK OF HICKMAN RD, Clive, IA",Clive,IA,"$124,908"
"2400 BLOCK OF NW WILLOWBROOKE DR, Johnston, IA",Johnston,IA,"$98,324"
"2400 BLOCK OF NW WILLOWBR0OKE DR, Johnston, IA",Johnston,IA,"$98,324"
"4100 BLOCK OF WESTOWN PKWY, West Des Moines, IA",West Des Moines,IA,"$82,345"
"1600 BLOCK OF NW 114TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"CROSSROADS PARK, West Des Moines, IA",West Des Moines,IA,"$82,345"
"1100 BLOCK OF TIMBER RIDGE DR, Norwalk, IA",Norwalk,IA,"$94,176"
"5000 BLOCK OF OAK HILL CT, West Des Moines, IA",West Des Moines,IA,"$82,345"
"7200 BLOCK OF VISTA DR, West Des Moines, IA",West Des Moines,IA,"$82,345"
"1600 BLOCK OF NW 114TH ST, Clive, IA",Clive,IA,"$124,908"
"SE 60TH AND SE 64TH AVENUE, Carlisle, IA",Carlisle,IA,"$94,214"
"900 BLOCK OF SE WILLOW BROOK DR, Waukee, IA",Waukee,IA,"$106,846"
"00 BLOCK OF TASMAN DR, Santa Clara County, CA",Santa Clara County,CA,"$153,792"
"00 BLOCK OF TECHNOLOGY DR, Milpitas, CA",Milpitas,CA,"$166,769"
"[400]-[500] LOS ENCINOS AV, San Jose, CA",San Jose,CA,
"00 BLOCK OF TECHNOLOGY DR, MILPITAS, CA",MILPITAS,CA,"$166,769"
"[3500]-[3600] ZANKER RD, San Jose, CA",San Jose,CA,
"[100]-[200] DAGGETT DR, San Jose, CA",San Jose,CA,
"[100]-[200] DAGGETT DR, San Jose, CA",San Jose,CA,
"[400]-[500] LOS ENCINOS AV, San Jose, CA",San Jose,CA,
"[100]-[200] E TASMAN DR, San Jose, CA",San Jose,CA,
"[100]-[200] HOLGER WY, San Jose, CA",San Jose,CA,
"[100]-[200] ESTANCIA DR, San Jose, CA",San Jose,CA,
"[3700]-[3700] CASA VERDE ST, San Jose, CA",San Jose,CA,
"[3800]-[3900] N 1ST ST, San Jose, CA",San Jose,CA,
"[200]-[300] EL BOSQUE DR, San Jose, CA",San Jose,CA,
"[4500]-[4600] RENAISSANCE DR, San Jose, CA",San Jose,CA,
"[300]-[400] CRESCENT VILLAGE CIRCLE, San Jose, CA",San Jose,CA,
"[0]-[100] RIO ROBLES E, San Jose, CA",San Jose,CA,
"[200]-[300] BRANDON ST, San Jose, CA",San Jose,CA,
"W TASMAN DR AND RENAISSANCE DR, San Jose, CA",San Jose,CA,
"[300]-[400] CRESCENT VILLAGE CIRCLE, San Jose, CA",San Jose,CA,
"[3000]-[3100] ZANKER RD, San Jose, CA",San Jose,CA,
"ROSE ORCHARD WY AND HEADQUARTERS DR, San Jose, CA",San Jose,CA,
"[300]-[400] MANDOLIN DR, San Jose, CA",San Jose,CA,
"N 1ST ST, Santa Clara County, CA",Santa Clara County,CA,"$153,792"
"3500 BLOCK OF N 1ST ST, Santa Clara County, CA",Santa Clara County,CA,"$153,792"
"1500 BLOCK OF NELSON CT, Santa Clara, CA",Santa Clara,CA,"$165,352"
"1500 BLOCK OF NELSON CT, Santa Clara, CA",Santa Clara,CA,"$165,352"
"W TASMAN DR AND CHAMPION CT, San Jose, CA",San Jose,CA,
"[4400]-[4500] RENAISSANCE DR, San Jose, CA",San Jose,CA,
"00 BLOCK OF E TASMAN DR, Santa Clara County, CA",Santa Clara County,CA,"$153,792"
"[100]-[200] HOLGER WY, San Jose, CA",San Jose,CA,
"[800]-[900] SPINDRIFT AV, San Jose, CA",San Jose,CA,
"[100]-[200] DAGGETT DR, San Jose, CA",San Jose,CA,
"[100]-[200] ROSE ORCHARD WY, San Jose, CA",San Jose,CA,
"[400]-[500] HOLGER WY, San Jose, CA",San Jose,CA,
"N 1ST ST AND DESCANSO DR, San Jose, CA",San Jose,CA,
"00 BLOCK OF TECHNOLOGY DR, Milpitas, CA",Milpitas,CA,"$166,769"
"1500 BLOCK OF AGNEW RD, Santa Clara, CA",Santa Clara,CA,"$165,352"
"[300]-[400] RIVER OAKS PY, San Jose, CA",San Jose,CA,
"[100]-[200] RIO ROBLES E, San Jose, CA",San Jose,CA,
"00 BLOCK OF TASMAN DR, Santa Clara County, CA",Santa Clara County,CA,"$153,792"
"[100]-[200] DESCANSO DR, San Jose, CA",San Jose,CA,
"3900 BLOCK OF RIVERMARK PZ, Santa Clara, CA",Santa Clara,CA,"$165,352"
"3900 BLOCK OF RIVERMARK PZ, Santa Clara, CA",Santa Clara,CA,"$165,352"
"[100]-[200] W TASMAN DR, San Jose, CA",San Jose,CA,
"[100]-[200] BAYTECH DR, San Jose, CA",San Jose,CA,
"34TH STREET AND 6TH AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"OLD I74 MISSISSIPPI RIVER BRG, Moline, IL",Moline,IL,
"38TH STREET AND 11TH AVENUE PL, Moline, IL",Moline,IL,
"4TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"4TH AVENUE AND RAILROAD AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"4TH STREET AND 4TH STREET, Moline, IL",Moline,IL,
"4TH AVENUE AND RAILROAD AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"RODMAN AVENUE TO RIVER DRIVE RAMP AND 1JANS, Moline, IL",Moline,IL,
"5TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"RODMAN AVENUE TO RIVER DRIVE RAMP AND 1JANS, Moline, IL",Moline,IL,
"19TH STREET AND 7TH AVENUE TO I74 RAMP, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"34TH STREET AND 6TH AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"4TH STREET AND 4TH STREET, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"34TH STREET AND 6TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"1ST AVENUE, Moline, IL",Moline,IL,
"34TH STREET AND 6TH AVENUE, Moline, IL",Moline,IL,
"34TH STREET AND 6TH AVENUE, Moline, IL",Moline,IL,
"4TH AVENUE AND 5TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"5TH AVENUE AND 4TH AVENUE A, Moline, IL",Moline,IL,
"4TH AVENUE AND RAILROAD AVENUE, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"5TH STREET AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"5TH STREET AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"8TH AVENUE AND 9TH AVENUE, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 4TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"8TH AVENUE AND 9TH AVENUE, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"8TH AVENUE AND 9TH AVENUE, Moline, IL",Moline,IL,
"19TH STREET AND 7TH AVENUE TO I74 RAMP, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"8TH AVENUE AND 9TH AVENUE, Moline, IL",Moline,IL,
"5TH STREET AND 7TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 4TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 4TH STREET, Moline, IL",Moline,IL,
"8TH STREET AND 9TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 10TH STREET DRIVE, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"8TH STREET AND 9TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"8TH AVENUE AND 9TH AVENUE, Moline, IL",Moline,IL,
"10TH STREET DRIVE AND 7TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"7TH STREET AND 5TH STREET, Moline, IL",Moline,IL,
"800 BLOCK OF WEST 2ND STREET, Davenport, IA",Davenport,IA,
"HAWTHORNE DR AND HILLSIDE DR, Bettendorf, IA",Bettendorf,IA,"$100,570"
"1800 BLOCK OF GRAND AVE, Davenport, IA",Davenport,IA,
"1800 BLOCK OF GRAND AVE, Davenport, IA",Davenport,IA,
"EAST 53RD STREET, Davenport, IA",Davenport,IA,
"7100 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"2700 BLOCK OF SHOREVIEW CIR, Des Moines, IA",Des Moines,IA,"$62,378"
"7100 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"7100 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"7100 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"2000 BLOCK OF MEADOW CHASE LN, Des Moines, IA",Des Moines,IA,"$62,378"
"7900 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"7100 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"7900 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"7900 BLOCK OF SE 5TH ST, Des Moines, IA",Des Moines,IA,"$62,378"
"US-69, Des Moines, IA",Des Moines,IA,"$62,378"
"100 BLOCK OF NORTH 1ST STREET, Carlisle, IA",Carlisle,IA,"$94,214"
"8900 BLOCK OF NE 25TH STREET, Carlisle, IA",Carlisle,IA,"$94,214"
"1000 BLOCK OF SOUTH 5TH STREET, Carlisle, IA",Carlisle,IA,"$94,214"
"8200 BLOCK OF CRESTVIEW DR, Des Moines, IA",Des Moines,IA,"$62,378"
